# targetbridge_resource_schema=2
# git_revision=01b0f6290379d1729ab7fc8e822690974d68fb8b
# worktree=dirty
# requested_duration_s=3600
# interval_s=60
# planned_max_samples_per_machine=61
# ssh_target=caller_supplied_not_recorded
timestamp_utc	elapsed_s	machine	process_status	pid	cpu_percent	rss_kib	vsz_kib	thread_count	open_fd_count	app_kib	app_support_kib	log_kib	power_source	battery_percent	battery_state	thermal_state
2026-08-30T07:10:22Z	900	remote_receiver	running	36996	57.4	100108	35199948	7	15	1572	0	0	AC Power	na	not_present	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; 2026-08-30 03:10:23 -0400 CPU Power notify; CPU_Scheduler_Limit = 100; CPU_Available_CPUs = 4; CPU_Speed_Limit = 100
2026-08-30T07:11:22Z	960	local_sender	running	57903	46.6	216480	436002528	14	19	7556	24	20	AC Power	100%	charged	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; Note: No CPU power status has been recorded
2026-08-30T07:11:22Z	960	remote_receiver	running	36996	59.2	100200	35200472	8	15	1572	0	0	AC Power	na	not_present	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; 2026-08-30 03:11:22 -0400 CPU Power notify; CPU_Scheduler_Limit = 100; CPU_Available_CPUs = 4; CPU_Speed_Limit = 100
2026-08-30T07:12:22Z	1020	local_sender	running	57903	42.2	216384	436002240	13	19	7556	24	20	AC Power	100%	charged	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; Note: No CPU power status has been recorded
2026-08-30T07:12:22Z	1020	remote_receiver	running	36996	54.2	100284	35200472	8	15	1572	0	0	AC Power	na	not_present	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; 2026-08-30 03:12:23 -0400 CPU Power notify; CPU_Scheduler_Limit = 100; CPU_Available_CPUs = 4; CPU_Speed_Limit = 100
2026-08-30T07:13:22Z	1080	local_sender	running	57903	46.8	216384	436003360	15	19	7556	24	20	AC Power	100%	charged	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; Note: No CPU power status has been recorded
2026-08-30T07:13:22Z	1080	remote_receiver	running	36996	56.3	100364	35200472	8	15	1572	0	0	AC Power	na	not_present	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; 2026-08-30 03:13:22 -0400 CPU Power notify; CPU_Scheduler_Limit = 100; CPU_Available_CPUs = 4; CPU_Speed_Limit = 100
2026-08-30T07:14:22Z	1140	local_sender	running	57903	42.4	216432	436002800	14	19	7556	24	20	AC Power	100%	charged	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; Note: No CPU power status has been recorded
2026-08-30T07:14:22Z	1140	remote_receiver	running	36996	56.2	100444	35200472	8	15	1572	0	0	AC Power	na	not_present	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; 2026-08-30 03:14:23 -0400 CPU Power notify; CPU_Scheduler_Limit = 100; CPU_Available_CPUs = 4; CPU_Speed_Limit = 100
2026-08-30T07:15:22Z	1200	local_sender	running	57903	41.0	216432	436003632	15	19	7556	24	20	AC Power	100%	charged	Note: No thermal warning level has been recorded; Note: No performance warning level has been recorded; Note: No CPU power status has been recorded
